id_registro,fecha,estado_reporte,es_futuro_simulado,dia_semana,id_cuenta_google,nombre_cuenta_google,responsable_cuenta,codigo_pais,pais,region,moneda,id_alias,alias,producto,id_campana,nombre_campana,canal_anuncio,dispositivo,estrategia_puja,estado_campana,presupuesto_diario,impresiones,clics,ctr,cpc_medio,inversion,conversiones,tasa_conversion,cpa,arpu_esperado_7d,arpu_esperado_30d,ltr_esperado_365d,ingresos_esperados_7d,ingresos_esperados_30d,ingresos_ltr_esperados,roas_7d,roas_30d,roas_ltr,beneficio_esperado_30d,beneficio_esperado_ltr,ratio_rentabilidad_ltr,margen_beneficio_ltr,puntuacion_calidad,flag_calidad_datos,evento_sintetico
REC-001938,2026-06-07,historico,False,domingo,GADS-005,Basebone_PMax_Global,Automation,US,Estados Unidos,Norteamérica,USD,ALIAS-05-18,BB_US_LRN_S_05_18,Formación,CMP-005-18,US_LRN_Search_GADS-005,Busqueda,movil,ROAS objetivo,activa,3000.0,46457,2927,0.06302,1.14,3326.27,300,0.10249,11.09,2.61,6.6,18.27,782.33,1980.85,5480.79,0.2352,0.5955,1.6477,-1345.42,2154.52,0.6477,0.3931,7,ok,sin_evento
REC-001931,2026-06-07,historico,False,domingo,GADS-005,Basebone_PMax_Global,Automation,US,Estados Unidos,Norteamérica,USD,ALIAS-05-11,BB_US_MOB_PM_05_11,Contenido móvil,CMP-005-11,US_MOB_PerformanceMax_GADS-005,Performance Max,escritorio,Maximizar valor de conversion,activa,250.0,83197,3987,0.04793,0.07,263.56,266,0.06672,0.99,0.37,0.96,2.64,99.34,254.23,701.58,0.3769,0.9646,2.6619,-9.33,438.02,1.6619,0.6243,7,ok,sin_evento
REC-001943,2026-06-07,historico,False,domingo,GADS-005,Basebone_PMax_Global,Automation,US,Estados Unidos,Norteamérica,USD,ALIAS-05-23,BB_US_MOB_S_05_23,Contenido móvil,CMP-005-23,US_MOB_Search_GADS-005,Busqueda,movil,ROAS objetivo,activa,1200.0,76876,6886,0.08958,0.21,1414.39,883,0.12823,1.6,0.46,1.41,4.09,406.56,1243.67,3610.81,0.2874,0.8793,2.5529,-170.72,2196.42,1.5529,0.6083,10,ok,sin_evento
REC-001956,2026-06-07,historico,False,domingo,GADS-006,Basebone_Display_Retargeting,Retargeting,DE,Alemania,Europa,EUR,ALIAS-06-06,BB_DE_ENT_DG_06_06,Entretenimiento,CMP-006-06,DE_ENT_DemandGen_GADS-006,Demand Gen,movil,tCPA,activa,2200.0,50715,2424,0.0478,0.72,1745.7,180,0.07426,9.7,2.02,4.63,14.14,362.88,833.67,2545.58,0.2079,0.4776,1.4582,-912.03,799.88,0.4582,0.3142,8,ok,sin_evento
REC-001954,2026-06-07,historico,False,domingo,GADS-006,Basebone_Display_Retargeting,Retargeting,DE,Alemania,Europa,EUR,ALIAS-06-04,BB_DE_ENT_D_06_04,Entretenimiento,CMP-006-04,DE_ENT_Display_GADS-006,Display,movil,ROAS objetivo,activa,1600.0,38174,1167,0.03059,0.52,604.03,34,0.02913,17.77,1.7,4.83,13.21,57.86,164.15,449.21,0.0958,0.2718,0.7437,-439.88,-154.82,-0.2563,-0.3446,7,ok,sin_evento
REC-001975,2026-06-07,historico,False,domingo,GADS-006,Basebone_Display_Retargeting,Retargeting,DE,Alemania,Europa,EUR,ALIAS-06-25,BB_DE_ENT_D_06_25,Entretenimiento,CMP-006-25,DE_ENT_Display_GADS-006,Display,escritorio,ROAS objetivo,activa,850.0,111091,3342,0.03009,0.25,840.63,89,0.02663,9.45,1.46,5.04,13.84,129.5,448.77,1232.03,0.1541,0.5338,1.4656,-391.86,391.4,0.4656,0.3177,8,ok,sin_evento
REC-001955,2026-06-07,historico,False,domingo,GADS-006,Basebone_Display_Retargeting,Retargeting,DE,Alemania,Europa,EUR,ALIAS-06-05,BB_DE_FIT_DG_06_05,Fitness,CMP-006-05,DE_FIT_DemandGen_GADS-006,Demand Gen,escritorio,Maximizar conversiones,activa,400.0,26121,1305,0.04999,0.35,461.0,103,0.07893,4.48,1.28,3.64,9.34,132.21,374.66,962.05,0.2868,0.8127,2.0869,-86.34,501.05,1.0869,0.5208,8,ok,sin_evento
REC-001965,2026-06-07,historico,False,domingo,GADS-006,Basebone_Display_Retargeting,Retargeting,DE,Alemania,Europa,EUR,ALIAS-06-15,BB_DE_LRN_DG_06_15,Formación,CMP-006-15,DE_LRN_DemandGen_GADS-006,Demand Gen,escritorio,tCPA,activa,1600.0,33731,1450,0.04299,0.81,1171.35,71,0.04897,16.5,2.17,6.09,16.11,153.81,432.64,1143.67,0.1313,0.3694,0.9764,-738.71,-27.68,-0.0236,-0.0242,8,ok,sin_evento
REC-001976,2026-06-07,historico,False,domingo,GADS-006,Basebone_Display_Retargeting,Retargeting,DE,Alemania,Europa,EUR,ALIAS-06-26,BB_DE_MOB_D_06_26,Contenido móvil,CMP-006-26,DE_MOB_Display_GADS-006,Display,movil,Maximizar conversiones,activa,1200.0,70358,1773,0.02521,0.53,937.81,52,0.02933,18.03,1.6,4.56,12.21,83.2,237.17,634.83,0.0887,0.2529,0.6769,-700.64,-302.98,-0.3231,-0.4773,8,ok,sin_evento
REC-001959,2026-06-07,historico,False,domingo,GADS-006,Basebone_Display_Retargeting,Retargeting,ES,España,Europa,EUR,ALIAS-06-09,BB_ES_FIT_D_06_09,Fitness,CMP-006-09,ES_FIT_Discovery_GADS-006,Discovery,movil,Maximizar valor de conversion,activa,2200.0,39627,1946,0.04911,0.51,997.5,118,0.06064,8.45,1.57,3.88,11.5,184.79,457.75,1357.22,0.1853,0.4589,1.3606,-539.75,359.72,0.3606,0.265,7,ok,sin_evento
REC-001969,2026-06-07,historico,False,domingo,GADS-006,Basebone_Display_Retargeting,Retargeting,ES,España,Europa,EUR,ALIAS-06-19,BB_ES_GAM_D_06_19,Juegos,CMP-006-19,ES_GAM_Display_GADS-006,Display,escritorio,ROAS objetivo,activa,850.0,41073,972,0.02368,0.44,428.52,26,0.02675,16.48,1.61,4.68,11.98,41.74,121.67,311.56,0.0974,0.2839,0.7271,-306.85,-116.96,-0.2729,-0.3754,9,ok,sin_evento
REC-001980,2026-06-07,historico,False,domingo,GADS-006,Basebone_Display_Retargeting,Retargeting,ES,España,Europa,EUR,ALIAS-06-30,BB_ES_LIF_DG_06_30,Estilo de vida,CMP-006-30,ES_LIF_DemandGen_GADS-006,Demand Gen,escritorio,tCPA,activa,1600.0,67502,2878,0.04264,0.6,1724.13,119,0.04135,14.49,1.1,3.64,9.74,130.54,433.06,1159.34,0.0757,0.2512,0.6724,-1291.07,-564.79,-0.3276,-0.4872,8,ok,sin_evento
REC-001951,2026-06-07,historico,False,domingo,GADS-006,Basebone_Display_Retargeting,Retargeting,ES,España,Europa,EUR,ALIAS-06-01,BB_ES_LIF_D_06_01,Estilo de vida,CMP-006-01,ES_LIF_Discovery_GADS-006,Discovery,tablet,tCPA,activa,850.0,77622,3351,0.04318,0.28,939.38,188,0.0561,5.0,1.04,2.57,7.97,195.13,482.54,1498.09,0.2077,0.5137,1.5948,-456.84,558.71,0.5948,0.3729,7,ok,sin_evento
REC-001972,2026-06-07,historico,False,domingo,GADS-006,Basebone_Display_Retargeting,Retargeting,ES,España,Europa,EUR,ALIAS-06-22,BB_ES_LIF_D_06_22,Estilo de vida,CMP-006-22,ES_LIF_Discovery_GADS-006,Discovery,movil,Maximizar valor de conversion,activa,2200.0,49521,2411,0.04869,0.58,1398.64,161,0.06678,8.69,0.92,3.18,8.72,148.08,512.1,1404.23,0.1059,0.3661,1.004,-886.54,5.59,0.004,0.004,9,ok,sin_evento
REC-001967,2026-06-07,historico,False,domingo,GADS-006,Basebone_Display_Retargeting,Retargeting,ES,España,Europa,EUR,ALIAS-06-17,BB_ES_LRN_DG_06_17,Formación,CMP-006-17,ES_LRN_DemandGen_GADS-006,Demand Gen,movil,tCPA,activa,400.0,41537,1913,0.04607,0.21,394.68,82,0.04286,4.81,1.04,3.29,9.06,85.49,270.18,742.99,0.2166,0.6846,1.8825,-124.5,348.31,0.8825,0.4688,7,ok,sin_evento
REC-001962,2026-06-07,historico,False,domingo,GADS-006,Basebone_Display_Retargeting,Retargeting,ES,España,Europa,EUR,ALIAS-06-12,BB_ES_LRN_D_06_12,Formación,CMP-006-12,ES_LRN_Discovery_GADS-006,Discovery,movil,ROAS objetivo,activa,250.0,68505,3421,0.04994,0.08,274.37,181,0.05291,1.52,0.41,1.31,3.81,74.48,237.91,689.95,0.2715,0.8671,2.5147,-36.46,415.58,1.5147,0.6023,8,ok,sin_evento
REC-001964,2026-06-07,historico,False,domingo,GADS-006,Basebone_Display_Retargeting,Retargeting,ES,España,Europa,EUR,ALIAS-06-14,BB_ES_LRN_D_06_14,Formación,CMP-006-14,ES_LRN_Display_GADS-006,Display,movil,Maximizar conversiones,activa,250.0,40672,884,0.02175,0.3,261.9,22,0.02489,11.9,1.71,4.66,13.4,37.66,102.46,294.73,0.1438,0.3912,1.1254,-159.44,32.83,0.1254,0.1114,8,ok,sin_evento
REC-001971,2026-06-07,historico,False,domingo,GADS-006,Basebone_Display_Retargeting,Retargeting,ES,España,Europa,EUR,ALIAS-06-21,BB_ES_MOB_DG_06_21,Contenido móvil,CMP-006-21,ES_MOB_DemandGen_GADS-006,Demand Gen,movil,Maximizar valor de conversion,activa,250.0,22344,946,0.04235,0.31,289.56,64,0.06765,4.52,0.89,2.48,7.26,56.89,158.58,464.8,0.1965,0.5477,1.6052,-130.98,175.24,0.6052,0.377,8,ok,sin_evento
REC-001978,2026-06-07,historico,False,domingo,GADS-006,Basebone_Display_Retargeting,Retargeting,FR,Francia,Europa,EUR,ALIAS-06-28,BB_FR_FIT_D_06_28,Fitness,CMP-006-28,FR_FIT_Discovery_GADS-006,Discovery,escritorio,ROAS objetivo,activa,1600.0,75826,3510,0.0463,0.45,1570.12,198,0.05641,7.93,1.39,4.04,12.31,275.0,800.61,2436.68,0.1751,0.5099,1.5519,-769.51,866.56,0.5519,0.3556,9,ok,sin_evento
REC-001952,2026-06-07,historico,False,domingo,GADS-006,Basebone_Display_Retargeting,Retargeting,FR,Francia,Europa,EUR,ALIAS-06-02,BB_FR_MOB_D_06_02,Contenido móvil,CMP-006-02,FR_MOB_Discovery_GADS-006,Discovery,movil,Maximizar valor de conversion,activa,250.0,35587,1866,0.05246,0.15,279.56,121,0.06484,2.31,0.54,1.87,4.94,65.44,226.7,598.17,0.2341,0.8109,2.1397,-52.86,318.61,1.1397,0.5326,8,ok,sin_evento
REC-001977,2026-06-07,historico,False,domingo,GADS-006,Basebone_Display_Retargeting,Retargeting,FR,Francia,Europa,EUR,ALIAS-06-27,BB_FR_MOB_D_06_27,Contenido móvil,CMP-006-27,FR_MOB_Display_GADS-006,Display,movil,Maximizar valor de conversion,activa,3000.0,43375,1299,0.02997,0.48,617.41,65,0.05004,9.5,1.18,3.93,10.01,76.6,255.16,650.68,0.1241,0.4133,1.0539,-362.25,33.27,0.0539,0.0511,9,ok,sin_evento
REC-001974,2026-06-07,historico,False,domingo,GADS-006,Basebone_Display_Retargeting,Retargeting,GB,Reino Unido,Europa,GBP,ALIAS-06-24,BB_GB_FIT_DG_06_24,Fitness,CMP-006-24,GB_FIT_DemandGen_GADS-006,Demand Gen,escritorio,Maximizar conversiones,activa,1200.0,78447,3386,0.04317,0.41,1399.55,156,0.04607,8.97,1.81,5.6,14.25,281.85,873.12,2222.68,0.2014,0.6239,1.5881,-526.43,823.13,0.5881,0.3703,8,ok,sin_evento
REC-001970,2026-06-07,historico,False,domingo,GADS-006,Basebone_Display_Retargeting,Retargeting,GB,Reino Unido,Europa,GBP,ALIAS-06-20,BB_GB_GAM_D_06_20,Juegos,CMP-006-20,GB_GAM_Display_GADS-006,Display,movil,Maximizar conversiones,activa,600.0,92047,2553,0.02774,0.23,580.46,97,0.03799,5.98,1.28,4.04,11.91,124.52,391.54,1154.83,0.2145,0.6745,1.9895,-188.92,574.37,0.9895,0.4974,7,ok,sin_evento
REC-001957,2026-06-07,historico,False,domingo,GADS-006,Basebone_Display_Retargeting,Retargeting,GB,Reino Unido,Europa,GBP,ALIAS-06-07,BB_GB_LIF_D_06_07,Estilo de vida,CMP-006-07,GB_LIF_Discovery_GADS-006,Discovery,movil,Maximizar valor de conversion,activa,600.0,38522,1328,0.03449,0.46,611.15,82,0.06175,7.45,1.45,4.12,11.22,119.04,337.53,919.89,0.1948,0.5523,1.5052,-273.62,308.74,0.5052,0.3356,8,ok,sin_evento
REC-001968,2026-06-07,historico,False,domingo,GADS-006,Basebone_Display_Retargeting,Retargeting,GB,Reino Unido,Europa,GBP,ALIAS-06-18,BB_GB_MOB_D_06_18,Contenido móvil,CMP-006-18,GB_MOB_Discovery_GADS-006,Discovery,movil,Maximizar valor de conversion,activa,1200.0,60428,2779,0.046,0.51,1409.68,200,0.07197,7.05,1.15,3.29,10.42,229.39,658.28,2084.55,0.1627,0.467,1.4787,-751.4,674.87,0.4787,0.3237,7,ok,sin_evento
REC-001966,2026-06-07,historico,False,domingo,GADS-006,Basebone_Display_Retargeting,Retargeting,US,Estados Unidos,Norteamérica,USD,ALIAS-06-16,BB_US_ENT_D_06_16,Entretenimiento,CMP-006-16,US_ENT_Display_GADS-006,Display,movil,Maximizar valor de conversion,activa,400.0,145513,3484,0.02395,0.12,426.02,96,0.02755,4.44,1.16,3.33,9.39,111.44,319.85,901.91,0.2616,0.7508,2.1171,-106.17,475.89,1.1171,0.5276,7,ok,sin_evento
REC-001979,2026-06-07,historico,False,domingo,GADS-006,Basebone_Display_Retargeting,Retargeting,US,Estados Unidos,Norteamérica,USD,ALIAS-06-29,BB_US_GAM_DG_06_29,Juegos,CMP-006-29,US_GAM_DemandGen_GADS-006,Demand Gen,movil,ROAS objetivo,activa,1200.0,106976,3540,0.0331,0.38,1352.0,270,0.07627,5.01,1.5,4.05,10.83,404.32,1094.7,2922.82,0.2991,0.8097,2.1618,-257.3,1570.82,1.1618,0.5374,9,ok,sin_evento
REC-001958,2026-06-07,historico,False,domingo,GADS-006,Basebone_Display_Retargeting,Retargeting,US,Estados Unidos,Norteamérica,USD,ALIAS-06-08,BB_US_GAM_D_06_08,Juegos,CMP-006-08,US_GAM_Display_GADS-006,Display,escritorio,tCPA,activa,1600.0,104638,3024,0.02891,0.62,1881.23,59,0.01951,31.89,3.05,7.37,21.7,180.06,434.81,1280.12,0.0957,0.2311,0.6805,-1446.42,-601.11,-0.3195,-0.4696,7,ok,sin_evento
REC-001963,2026-06-07,historico,False,domingo,GADS-006,Basebone_Display_Retargeting,Retargeting,US,Estados Unidos,Norteamérica,USD,ALIAS-06-13,BB_US_LIF_D_06_13,Estilo de vida,CMP-006-13,US_LIF_Discovery_GADS-006,Discovery,movil,Maximizar conversiones,activa,1600.0,69757,3701,0.05306,0.48,1770.64,252,0.06809,7.03,1.57,4.1,12.44,394.86,1033.6,3134.38,0.223,0.5837,1.7702,-737.04,1363.74,0.7702,0.4351,10,ok,sin_evento
REC-001973,2026-06-07,historico,False,domingo,GADS-006,Basebone_Display_Retargeting,Retargeting,US,Estados Unidos,Norteamérica,USD,ALIAS-06-23,BB_US_LIF_D_06_23,Estilo de vida,CMP-006-23,US_LIF_Display_GADS-006,Display,movil,tCPA,activa,1600.0,139999,3669,0.02621,0.5,1828.74,142,0.0387,12.88,2.15,4.87,15.06,305.08,690.95,2137.95,0.1668,0.3778,1.1691,-1137.79,309.21,0.1691,0.1446,9,ok,sin_evento
REC-001953,2026-06-07,historico,False,domingo,GADS-006,Basebone_Display_Retargeting,Retargeting,US,Estados Unidos,Norteamérica,USD,ALIAS-06-03,BB_US_LRN_D_06_03,Formación,CMP-006-03,US_LRN_Discovery_GADS-006,Discovery,movil,tCPA,activa,3000.0,29861,1347,0.04511,0.89,1199.78,81,0.06013,14.81,2.57,6.24,18.98,207.95,505.71,1537.02,0.1733,0.4215,1.2811,-694.07,337.24,0.2811,0.2194,9,ok,sin_evento
REC-001961,2026-06-07,historico,False,domingo,GADS-006,Basebone_Display_Retargeting,Retargeting,US,Estados Unidos,Norteamérica,USD,ALIAS-06-11,BB_US_LRN_D_06_11,Formación,CMP-006-11,US_LRN_Display_GADS-006,Display,movil,ROAS objetivo,activa,1600.0,53346,1690,0.0317,0.62,1053.54,54,0.03195,19.51,2.11,6.08,18.69,113.93,328.13,1009.08,0.1081,0.3115,0.9578,-725.41,-44.46,-0.0422,-0.0441,8,ok,sin_evento
REC-001960,2026-06-07,historico,False,domingo,GADS-006,Basebone_Display_Retargeting,Retargeting,US,Estados Unidos,Norteamérica,USD,ALIAS-06-10,BB_US_MOB_D_06_10,Contenido móvil,CMP-006-10,US_MOB_Display_GADS-006,Display,movil,Maximizar conversiones,activa,1600.0,81727,2031,0.02486,0.71,1450.19,80,0.03939,18.13,1.84,4.71,14.52,147.42,377.07,1161.97,0.1017,0.26,0.8013,-1073.12,-288.22,-0.1987,-0.248,9,ok,sin_evento
REC-001994,2026-06-07,historico,False,domingo,GADS-007,Basebone_Android_Apps,Apps,BR,Brasil,LATAM,BRL,ALIAS-07-14,BB_BR_FIT_PM_07_14,Fitness,CMP-007-14,BR_FIT_PerformanceMax_GADS-007,Performance Max,movil,Maximizar valor de conversion,activa,2200.0,108237,4990,0.04611,0.32,1619.42,296,0.05932,5.47,0.81,2.19,5.76,241.19,647.84,1705.47,0.1489,0.4,1.0531,-971.58,86.05,0.0531,0.0505,8,ok,sin_evento
REC-001982,2026-06-07,historico,False,domingo,GADS-007,Basebone_Android_Apps,Apps,BR,Brasil,LATAM,BRL,ALIAS-07-02,BB_BR_FIT_U_07_02,Fitness,CMP-007-02,BR_FIT_UAC_GADS-007,UAC,movil,tCPA,activa,3000.0,54497,2992,0.05492,0.29,854.53,113,0.03777,7.56,0.6,2.19,5.73,68.1,247.23,647.28,0.0797,0.2893,0.7575,-607.3,-207.25,-0.2425,-0.3202,8,ok,sin_evento
REC-001999,2026-06-07,historico,False,domingo,GADS-007,Basebone_Android_Apps,Apps,BR,Brasil,LATAM,BRL,ALIAS-07-19,BB_BR_GAM_PM_07_19,Juegos,CMP-007-19,BR_GAM_PerformanceMax_GADS-007,Performance Max,escritorio,Maximizar conversiones,activa,1600.0,42592,2158,0.05068,0.34,737.78,181,0.08387,4.08,0.76,1.94,5.63,137.86,351.46,1018.5,0.1869,0.4764,1.3805,-386.32,280.72,0.3805,0.2756,8,ok,sin_evento
REC-001983,2026-06-07,historico,False,domingo,GADS-007,Basebone_Android_Apps,Apps,BR,Brasil,LATAM,BRL,ALIAS-07-03,BB_BR_LIF_U_07_03,Estilo de vida,CMP-007-03,BR_LIF_UAC_GADS-007,UAC,movil,Maximizar valor de conversion,activa,600.0,27782,1515,0.05454,0.26,399.52,118,0.07789,3.39,0.61,1.55,4.51,72.47,182.74,531.88,0.1814,0.4574,1.3313,-216.78,132.36,0.3313,0.2489,8,ok,sin_evento
REC-001985,2026-06-07,historico,False,domingo,GADS-007,Basebone_Android_Apps,Apps,BR,Brasil,LATAM,BRL,ALIAS-07-05,BB_BR_LIF_U_07_05,Estilo de vida,CMP-007-05,BR_LIF_UAC_GADS-007,UAC,movil,tCPA,activa,1600.0,92041,5094,0.05536,0.3,1543.43,218,0.0428,7.08,0.53,1.88,4.87,115.43,410.1,1060.74,0.0748,0.2657,0.6873,-1133.33,-482.69,-0.3127,-0.4551,7,ok,sin_evento
REC-001995,2026-06-07,historico,False,domingo,GADS-007,Basebone_Android_Apps,Apps,ES,España,Europa,EUR,ALIAS-07-15,BB_ES_ENT_U_07_15,Entretenimiento,CMP-007-15,ES_ENT_UAC_GADS-007,UAC,movil,ROAS objetivo,activa,250.0,25458,1267,0.0498,0.21,270.85,100,0.07893,2.71,0.64,2.16,5.88,64.35,216.04,587.86,0.2376,0.7976,2.1704,-54.81,317.01,1.1704,0.5393,8,ok,sin_evento
REC-002004,2026-06-07,historico,False,domingo,GADS-007,Basebone_Android_Apps,Apps,ES,España,Europa,EUR,ALIAS-07-24,BB_ES_ENT_U_07_24,Entretenimiento,CMP-007-24,ES_ENT_UAC_GADS-007,UAC,movil,ROAS objetivo,activa,400.0,54719,2277,0.04163,0.21,466.96,155,0.06807,3.01,0.82,2.12,6.15,126.6,328.15,953.0,0.2711,0.7027,2.0409,-138.81,486.04,1.0409,0.51,8,ok,sin_evento
REC-002010,2026-06-07,historico,False,domingo,GADS-007,Basebone_Android_Apps,Apps,ES,España,Europa,EUR,ALIAS-07-30,BB_ES_FIT_PM_07_30,Fitness,CMP-007-30,ES_FIT_PerformanceMax_GADS-007,Performance Max,escritorio,Maximizar conversiones,activa,250.0,68616,3563,0.05194,0.07,240.58,241,0.06764,1.0,0.35,1.01,2.62,85.48,244.58,631.76,0.3553,1.0166,2.626,4.0,391.18,1.626,0.6192,8,ok,sin_evento
REC-001984,2026-06-07,historico,False,domingo,GADS-007,Basebone_Android_Apps,Apps,ES,España,Europa,EUR,ALIAS-07-04,BB_ES_FIT_U_07_04,Fitness,CMP-007-04,ES_FIT_UAC_GADS-007,UAC,escritorio,Maximizar valor de conversion,activa,1600.0,73129,3831,0.05239,0.46,1744.77,169,0.04411,10.32,1.12,3.33,9.94,189.32,563.52,1679.82,0.1085,0.323,0.9628,-1181.25,-64.95,-0.0372,-0.0387,8,ok,sin_evento
REC-001989,2026-06-07,historico,False,domingo,GADS-007,Basebone_Android_Apps,Apps,ES,España,Europa,EUR,ALIAS-07-09,BB_ES_GAM_PM_07_09,Juegos,CMP-007-09,ES_GAM_PerformanceMax_GADS-007,Performance Max,movil,Maximizar valor de conversion,activa,850.0,45386,2762,0.06087,0.31,860.61,175,0.06336,4.92,1.02,3.46,8.81,179.08,605.58,1541.82,0.2081,0.7037,1.7915,-255.03,681.21,0.7915,0.4418,8,ok,sin_evento
REC-001996,2026-06-07,historico,False,domingo,GADS-007,Basebone_Android_Apps,Apps,ES,España,Europa,EUR,ALIAS-07-16,BB_ES_GAM_U_07_16,Juegos,CMP-007-16,ES_GAM_UAC_GADS-007,UAC,movil,Maximizar conversiones,activa,1200.0,83128,4608,0.05544,0.26,1193.96,297,0.06445,4.02,1.1,2.89,7.82,327.96,857.65,2322.68,0.2747,0.7183,1.9454,-336.31,1128.72,0.9454,0.486,9,ok,sin_evento
REC-002003,2026-06-07,historico,False,domingo,GADS-007,Basebone_Android_Apps,Apps,ES,España,Europa,EUR,ALIAS-07-23,BB_ES_GAM_U_07_23,Juegos,CMP-007-23,ES_GAM_UAC_GADS-007,UAC,movil,tCPA,activa,600.0,72743,2797,0.03846,0.21,581.78,182,0.06507,3.2,0.7,2.27,6.59,127.37,412.97,1199.85,0.2189,0.7098,2.0624,-168.81,618.07,1.0624,0.5151,7,ok,sin_evento
REC-001986,2026-06-07,historico,False,domingo,GADS-007,Basebone_Android_Apps,Apps,ES,España,Europa,EUR,ALIAS-07-06,BB_ES_LRN_PM_07_06,Formación,CMP-007-06,ES_LRN_PerformanceMax_GADS-007,Performance Max,movil,Maximizar conversiones,activa,600.0,41403,2390,0.05775,0.26,624.28,200,0.08368,3.12,0.8,2.42,6.61,159.87,484.81,1321.97,0.2561,0.7766,2.1176,-139.47,697.69,1.1176,0.5278,9,ok,sin_evento
REC-001998,2026-06-07,historico,False,domingo,GADS-007,Basebone_Android_Apps,Apps,ES,España,Europa,EUR,ALIAS-07-18,BB_ES_LRN_S_07_18,Formación,CMP-007-18,ES_LRN_Search_GADS-007,Busqueda,movil,tCPA,activa,850.0,38294,2763,0.07217,0.32,889.01,172,0.06225,5.17,1.12,3.16,9.46,192.94,544.37,1627.36,0.217,0.6123,1.8305,-344.64,738.35,0.8305,0.4537,8,ok,sin_evento
REC-002008,2026-06-07,historico,False,domingo,GADS-007,Basebone_Android_Apps,Apps,ES,España,Europa,EUR,ALIAS-07-28,BB_ES_MOB_S_07_28,Contenido móvil,CMP-007-28,ES_MOB_Search_GADS-007,Busqueda,movil,Maximizar conversiones,activa,3000.0,69281,5193,0.07496,0.66,3433.72,507,0.09763,6.77,1.11,2.52,7.7,563.18,1279.14,3905.15,0.164,0.3725,1.1373,-2154.58,471.43,0.1373,0.1207,7,ok,sin_evento
REC-001991,2026-06-07,historico,False,domingo,GADS-007,Basebone_Android_Apps,Apps,IT,Italia,Europa,EUR,ALIAS-07-11,BB_IT_FIT_S_07_11,Fitness,CMP-007-11,IT_FIT_Search_GADS-007,Busqueda,movil,Maximizar conversiones,activa,600.0,55071,4255,0.07727,0.16,671.35,305,0.07168,2.2,0.64,1.75,4.98,196.15,535.13,1518.21,0.2922,0.7971,2.2614,-136.22,846.86,1.2614,0.5578,7,ok,sin_evento
REC-001992,2026-06-07,historico,False,domingo,GADS-007,Basebone_Android_Apps,Apps,IT,Italia,Europa,EUR,ALIAS-07-12,BB_IT_GAM_PM_07_12,Juegos,CMP-007-12,IT_GAM_PerformanceMax_GADS-007,Performance Max,tablet,ROAS objetivo,activa,850.0,45812,2755,0.06015,0.35,958.51,264,0.09583,3.63,0.89,2.8,7.14,236.06,739.35,1885.14,0.2463,0.7714,1.9667,-219.16,926.63,0.9667,0.4915,9,ok,sin_evento
REC-001981,2026-06-07,historico,False,domingo,GADS-007,Basebone_Android_Apps,Apps,IT,Italia,Europa,EUR,ALIAS-07-01,BB_IT_GAM_U_07_01,Juegos,CMP-007-01,IT_GAM_UAC_GADS-007,UAC,movil,tCPA,activa,3000.0,84785,3808,0.04491,0.68,2575.78,206,0.0541,12.5,1.07,3.78,10.08,220.2,778.77,2076.82,0.0855,0.3023,0.8063,-1797.01,-498.96,-0.1937,-0.2403,8,ok,sin_evento
REC-001993,2026-06-07,historico,False,domingo,GADS-007,Basebone_Android_Apps,Apps,IT,Italia,Europa,EUR,ALIAS-07-13,BB_IT_LRN_S_07_13,Formación,CMP-007-13,IT_LRN_Search_GADS-007,Busqueda,escritorio,Maximizar conversiones,activa,3000.0,60619,3582,0.05911,0.74,2655.31,290,0.08096,9.16,1.37,4.03,10.81,396.94,1168.64,3134.52,0.1495,0.4401,1.1805,-1486.67,479.21,0.1805,0.1529,8,ok,sin_evento
REC-001990,2026-06-07,historico,False,domingo,GADS-007,Basebone_Android_Apps,Apps,MX,México,LATAM,MXN,ALIAS-07-10,BB_MX_ENT_S_07_10,Entretenimiento,CMP-007-10,MX_ENT_Search_GADS-007,Busqueda,movil,tCPA,activa,400.0,23489,1764,0.07511,0.24,418.47,103,0.05839,4.06,0.61,2.19,5.65,63.16,225.1,581.5,0.1509,0.5379,1.3896,-193.37,163.03,0.3896,0.2804,7,ok,sin_evento
REC-001997,2026-06-07,historico,False,domingo,GADS-007,Basebone_Android_Apps,Apps,MX,México,LATAM,MXN,ALIAS-07-17,BB_MX_FIT_S_07_17,Fitness,CMP-007-17,MX_FIT_Search_GADS-007,Busqueda,escritorio,ROAS objetivo,activa,850.0,69202,4813,0.06955,0.19,905.81,333,0.06919,2.72,0.63,1.56,4.8,211.02,520.55,1596.74,0.233,0.5747,1.7628,-385.26,690.93,0.7628,0.4327,8,ok,sin_evento
REC-002002,2026-06-07,historico,False,domingo,GADS-007,Basebone_Android_Apps,Apps,MX,México,LATAM,MXN,ALIAS-07-22,BB_MX_GAM_S_07_22,Juegos,CMP-007-22,MX_GAM_Search_GADS-007,Busqueda,movil,Maximizar valor de conversion,activa,3000.0,37101,2297,0.06193,0.47,1077.45,201,0.08751,5.36,0.78,2.43,6.37,156.47,489.31,1280.93,0.1452,0.4541,1.1889,-588.14,203.48,0.1889,0.1589,8,ok,sin_evento
